@RELATION PPI

@ATTRIBUTE Protein1 STRING
@ATTRIBUTE Protein2 STRING
@ATTRIBUTE ProteinExpressionSim NUMERIC
@ATTRIBUTE GeneExpressionSim NUMERIC
@ATTRIBUTE DIPSim NUMERIC
@ATTRIBUTE PositiveData {true,false}

@DATA
YCR072C, YGR049W, 0.18, -0.17, 0.00, false
YGR049W, YCR072C, 0.18, -0.17, 0.00, false
YCR072C, YGR171C, 0.26, 0.39, 0.00, false
YGR171C, YCR072C, 0.26, 0.39, 0.00, false
YCR073C, YDL174C, 0.38, 0.03, 0.00, false
YDL174C, YCR073C, 0.38, 0.03, 0.00, false
YCR073C, YDR297W, 0.40, 0.21, 0.00, false
YDR297W, YCR073C, 0.40, 0.21, 0.00, false
YCR073C, YIL135C, 0.39, 0.27, 0.00, false
YIL135C, YCR073C, 0.39, 0.27, 0.00, false
YCR073C, YLL050C, 0.28, 0.07, 0.00, false
YLL050C, YCR073C, 0.28, 0.07, 0.00, false
YCR073C, YML005W, 0.37, 0.08, 0.00, false
YML005W, YCR073C, 0.37, 0.08, 0.00, false
YCR073C, YMR217W, 0.40, 0.42, 0.00, false
YMR217W, YCR073C, 0.40, 0.42, 0.00, false
YCR073W-A, YGL030W, 0.23, 0.05, 0.00, false
YGL030W, YCR073W-A, 0.23, 0.05, 0.00, false
YCR073W-A, YLR075W, 0.23, 0.05, 0.00, false
YLR075W, YCR073W-A, 0.23, 0.05, 0.00, false
YCR073W-A, YMR256C, 0.23, 0.05, 0.00, false
YMR256C, YCR073W-A, 0.23, 0.05, 0.00, false
YCR073W-A, YNL284C-B, 0.23, 0.05, 0.00, false
YNL284C-B, YCR073W-A, 0.23, 0.05, 0.00, false
YCR075C, YCR075C, 1.00, 1.00, 0.73, false
YCR075C, YCR075C, 1.00, 1.00, 0.73, false
YCR075C, YHR167W, 0.10, -0.01, 0.00, false
YHR167W, YCR075C, 0.10, -0.01, 0.00, false
YCR075C, YJL039C, 0.48, 0.19, 0.00, false
YJL039C, YCR075C, 0.48, 0.19, 0.00, false
YCR075C, YML005W, 0.23, -0.14, 0.00, false
YML005W, YCR075C, 0.23, -0.14, 0.00, false
YCR075C, YNL205C, 0.16, 0.09, 0.00, false
YNL205C, YCR075C, 0.16, 0.09, 0.00, false
YCR075W-A, YDL204W, 0.23, 0.05, 0.00, false
YDL204W, YCR075W-A, 0.23, 0.05, 0.00, false
YCR075W-A, YDR346C, 0.23, 0.05, 0.00, false
YDR346C, YCR075W-A, 0.23, 0.05, 0.00, false
YCR075W-A, YNL207W, 0.23, 0.05, 0.00, false
YNL207W, YCR075W-A, 0.23, 0.05, 0.00, false
YCR076C, YJL196C, 0.32, -0.18, 0.00, false
YJL196C, YCR076C, 0.32, -0.18, 0.00, false
YCR076C, YMR290C, 0.17, -0.44, 0.06, false
YMR290C, YCR076C, 0.17, -0.44, 0.06, false
YCR076C, YOR365C, 0.18, 0.12, 0.00, false
YOR365C, YCR076C, 0.18, 0.12, 0.00, false
YCR076C, YPL263C, 0.15, -0.03, 0.00, false
YPL263C, YCR076C, 0.15, -0.03, 0.00, false
YCR076C, YPR093C, 0.11, -0.14, 0.00, false
YPR093C, YCR076C, 0.11, -0.14, 0.00, false
YCR077C, YDL132W, 0.40, -0.37, 0.00, false
YDL132W, YCR077C, 0.40, -0.37, 0.00, false
YCR077C, YIR002C, 0.46, -0.00, 0.00, false
YIR002C, YCR077C, 0.46, -0.00, 0.00, false
YCR077C, YPL093W, 0.38, 0.17, 0.00, false
YPL093W, YCR077C, 0.38, 0.17, 0.00, false
YCR079W, YKL107W, 0.28, -0.06, 0.00, false
YKL107W, YCR079W, 0.28, -0.06, 0.00, false
YCR079W, YLR312C, 0.21, 0.34, 0.00, false
YLR312C, YCR079W, 0.21, 0.34, 0.00, false
YCR079W, YNL048W, 0.36, 0.26, 0.00, false
YNL048W, YCR079W, 0.36, 0.26, 0.00, false
YCR081W, YER054C, 0.41, -0.23, 0.00, false
YER054C, YCR081W, 0.41, -0.23, 0.00, false
YCR081W, YFR016C, 0.26, -0.00, 0.00, false
YFR016C, YCR081W, 0.26, -0.00, 0.00, false
YCR081W, YOR370C, 0.34, 0.28, 0.00, false
YOR370C, YCR081W, 0.34, 0.28, 0.00, false
YCR082W, YEL017W, 0.08, -0.11, 0.00, false
YEL017W, YCR082W, 0.08, -0.11, 0.00, false
YCR082W, YHR142W, 0.15, -0.32, 0.00, false
YHR142W, YCR082W, 0.15, -0.32, 0.00, false
YCR082W, YIL072W, 0.14, 0.06, 0.00, false
YIL072W, YCR082W, 0.14, 0.06, 0.00, false
YCR082W, YJR045C, 0.21, 0.06, 0.00, false
YJR045C, YCR082W, 0.21, 0.06, 0.00, false
YCR082W, YOL150C, 0.09, -0.01, 0.00, false
YOL150C, YCR082W, 0.09, -0.01, 0.00, false
YCR082W, YPL064C, 0.18, -0.03, 0.00, false
YPL064C, YCR082W, 0.18, -0.03, 0.00, false
YCR082W, YPR111W, 0.14, -0.00, 0.00, false
YPR111W, YCR082W, 0.14, -0.00, 0.00, false
YCR083W, YER063W, 0.22, 0.09, 0.00, false
YER063W, YCR083W, 0.22, 0.09, 0.00, false
YCR083W, YLR065C, 0.08, -0.18, 0.00, false
YLR065C, YCR083W, 0.08, -0.18, 0.00, false
YCR083W, YML036W, 0.09, 0.35, 0.00, false
YML036W, YCR083W, 0.09, 0.35, 0.00, false
YCR083W, YOL008W, 0.14, 0.01, 0.00, false
YOL008W, YCR083W, 0.14, 0.01, 0.00, false
YCR083W, YOL034W, 0.22, -0.08, 0.00, false
YOL034W, YCR083W, 0.22, -0.08, 0.00, false
YCR084C, YJR069C, 0.10, 0.06, 0.00, false
YJR069C, YCR084C, 0.10, 0.06, 0.00, false
YCR084C, YMR247W-A, 0.23, 0.05, 0.00, false
YMR247W-A, YCR084C, 0.23, 0.05, 0.00, false
YCR084C, YNR001C, 0.27, -0.29, 0.00, false
YNR001C, YCR084C, 0.27, -0.29, 0.00, false
YCR084C, YOR288C, 0.13, 0.02, 0.00, false
YOR288C, YCR084C, 0.13, 0.02, 0.00, false
YCR086W, YLR430W, 0.29, 0.51, 0.00, false
YLR430W, YCR086W, 0.29, 0.51, 0.00, false
YCR086W, YPL060W, 0.20, 0.34, 0.00, false
YPL060W, YCR086W, 0.20, 0.34, 0.00, false
YCR086W, YPL088W, 0.19, -0.26, 0.00, false
YPL088W, YCR086W, 0.19, -0.26, 0.00, false
YCR087C-A, YCR088W, 0.23, 0.05, 0.00, false
YCR088W, YCR087C-A, 0.23, 0.05, 0.00, false
YCR087C-A, YGR126W, 0.23, 0.05, 0.00, false
YGR126W, YCR087C-A, 0.23, 0.05, 0.00, false
YCR087C-A, YLL058W, 0.23, 0.05, 0.00, false
YLL058W, YCR087C-A, 0.23, 0.05, 0.00, false
YCR087C-A, YOR009W, 0.23, 0.05, 0.00, false
YOR009W, YCR087C-A, 0.23, 0.05, 0.00, false
YCR087C-A, YPR095C, 0.23, 0.05, 0.00, false
YPR095C, YCR087C-A, 0.23, 0.05, 0.00, false
YCR087W, YER156C, 0.21, 0.04, 0.00, false
YER156C, YCR087W, 0.21, 0.04, 0.00, false
YCR087W, YGL025C, 0.04, -0.34, 0.00, false
YGL025C, YCR087W, 0.04, -0.34, 0.00, false
YCR087W, YIL131C, 0.09, -0.36, 0.00, false
YIL131C, YCR087W, 0.09, -0.36, 0.00, false
YCR088W, YDR140W, 0.27, -0.32, 0.00, false
YDR140W, YCR088W, 0.27, -0.32, 0.00, false
YCR088W, YMR233W, 0.25, -0.46, 0.00, false
YMR233W, YCR088W, 0.25, -0.46, 0.00, false
YCR089W, YDR113C, 0.11, -0.32, 0.00, false
YDR113C, YCR089W, 0.11, -0.32, 0.00, false
YCR089W, YGL263W, 0.28, 0.30, 0.00, false
YGL263W, YCR089W, 0.28, 0.30, 0.00, false
YCR089W, YJR080C, 0.24, 0.32, 0.00, false
YJR080C, YCR089W, 0.24, 0.32, 0.00, false
YCR089W, YJR162C, 0.22, 0.09, 0.00, false
YJR162C, YCR089W, 0.22, 0.09, 0.00, false
YCR089W, YMR269W, 0.12, -0.09, 0.00, false
YMR269W, YCR089W, 0.12, -0.09, 0.00, false
YCR089W, YNL049C, 0.35, 0.22, 0.00, false
YNL049C, YCR089W, 0.35, 0.22, 0.00, false
YCR089W, YOR018W, 0.57, 0.35, 0.00, false
YOR018W, YCR089W, 0.57, 0.35, 0.00, false
YCR089W, YOR195W, 0.13, -0.17, 0.00, false
YOR195W, YCR089W, 0.13, -0.17, 0.00, false
YCR090C, YDR271C, 0.13, -0.03, 0.00, false
YDR271C, YCR090C, 0.13, -0.03, 0.00, false
YCR090C, YNL252C, 0.09, 0.15, 0.00, false
YNL252C, YCR090C, 0.09, 0.15, 0.00, false
YCR090C, YOL046C, 0.12, 0.06, 0.00, false
YOL046C, YCR090C, 0.12, 0.06, 0.00, false
YCR091W, YJR160C, 0.37, -0.10, 0.00, false
YJR160C, YCR091W, 0.37, -0.10, 0.00, false
YCR091W, YKL178C, 0.40, 0.23, 0.00, false
YKL178C, YCR091W, 0.40, 0.23, 0.00, false
YCR091W, YPR177C, 0.19, -0.36, 0.00, false
YPR177C, YCR091W, 0.19, -0.36, 0.00, false
YCR092C, YDR121W, 0.07, 0.03, 0.00, false
YDR121W, YCR092C, 0.07, 0.03, 0.00, false
YCR092C, YDR207C, 0.42, 0.19, 0.00, false
YDR207C, YCR092C, 0.42, 0.19, 0.00, false
YCR092C, YLR200W, 0.17, -0.16, 0.00, false
YLR200W, YCR092C, 0.17, -0.16, 0.00, false
YCR093W, YDR164C, 0.56, 0.29, 0.00, false
YDR164C, YCR093W, 0.56, 0.29, 0.00, false
YCR093W, YGR105W, 0.25, -0.16, 0.00, false
YGR105W, YCR093W, 0.25, -0.16, 0.00, false
YCR093W, YIR040C, 0.19, 0.30, 0.00, false
YIR040C, YCR093W, 0.19, 0.30, 0.00, false
YCR093W, YLR102C, 0.27, -0.02, 0.00, false
YLR102C, YCR093W, 0.27, -0.02, 0.00, false
YCR093W, YML093W, 0.26, 0.03, 0.00, false
YML093W, YCR093W, 0.26, 0.03, 0.00, false
YCR093W, YML118W, 0.45, -0.00, 0.00, false
YML118W, YCR093W, 0.45, -0.00, 0.00, false
YCR094W, YHR178W, 0.35, -0.02, 0.00, false
YHR178W, YCR094W, 0.35, -0.02, 0.00, false
YCR094W, YJR039W, 0.36, 0.03, 0.00, false
YJR039W, YCR094W, 0.36, 0.03, 0.00, false
YCR094W, YMR140W, 0.31, 0.08, 0.00, false
YMR140W, YCR094W, 0.31, 0.08, 0.00, false
YCR094W, YMR190C, 0.30, 0.11, 0.00, false
YMR190C, YCR094W, 0.30, 0.11, 0.00, false
YCR094W, YNL261W, 0.30, 0.37, 0.00, false
YNL261W, YCR094W, 0.30, 0.37, 0.00, false
YCR094W, YOL159C-A, 0.23, 0.05, 0.00, false
YOL159C-A, YCR094W, 0.23, 0.05, 0.00, false
YCR095C, YER143W, 0.30, 0.38, 0.00, false
YER143W, YCR095C, 0.30, 0.38, 0.00, false
YCR095C, YPL164C, 0.26, 0.13, 0.00, false
YPL164C, YCR095C, 0.26, 0.13, 0.00, false
YCR095C, YPL167C, 0.30, -0.09, 0.00, false
YPL167C, YCR095C, 0.30, -0.09, 0.00, false
YCR095W-A, YDR363W-A, 0.23, 0.05, 0.00, false
YDR363W-A, YCR095W-A, 0.23, 0.05, 0.00, false
YCR095W-A, YGR170W, 0.23, 0.05, 0.00, false
YGR170W, YCR095W-A, 0.23, 0.05, 0.00, false
YCR095W-A, YGR241C, 0.23, 0.05, 0.00, false
YGR241C, YCR095W-A, 0.23, 0.05, 0.00, false
YCR095W-A, YKL197C, 0.23, 0.05, 0.00, false
YKL197C, YCR095W-A, 0.23, 0.05, 0.00, false
YCR095W-A, YNL284C, 0.23, 0.05, 0.00, false
YNL284C, YCR095W-A, 0.23, 0.05, 0.00, false
YCR096C, YDR275W, 0.19, 0.19, 0.00, false
YDR275W, YCR096C, 0.19, 0.19, 0.00, false
YCR096C, YDR345C, 0.11, -0.16, 0.00, false
YDR345C, YCR096C, 0.11, -0.16, 0.00, false
YCR096C, YDR356W, 0.13, 0.05, 0.00, false
YDR356W, YCR096C, 0.13, 0.05, 0.00, false
YCR097W, YIL041W, 0.23, 0.05, 0.00, false
YIL041W, YCR097W, 0.23, 0.05, 0.00, false
YCR097W, YLR150W, 0.23, 0.05, 0.00, false
YLR150W, YCR097W, 0.23, 0.05, 0.00, false
YCR097W, YNL144C, 0.23, 0.05, 0.00, false
YNL144C, YCR097W, 0.23, 0.05, 0.00, false
YCR098C, YER093C-A, 0.20, 0.22, 0.00, false
YER093C-A, YCR098C, 0.20, 0.22, 0.00, false
YCR098C, YIL062C, 0.18, 0.13, 0.00, false
YIL062C, YCR098C, 0.18, 0.13, 0.00, false
YCR098C, YIL106W, 0.18, -0.33, 0.00, false
YIL106W, YCR098C, 0.18, -0.33, 0.00, false
YCR098C, YMR228W, 0.19, 0.15, 0.00, false
YMR228W, YCR098C, 0.19, 0.15, 0.00, false
YCR098C, YNL292W, 0.28, 0.19, 0.00, false
YNL292W, YCR098C, 0.28, 0.19, 0.00, false
YCR098C, YOL114C, 0.24, 0.05, 0.00, false
YOL114C, YCR098C, 0.24, 0.05, 0.00, false
YCR099C, YER065C, 0.08, 0.08, 0.00, false
YER065C, YCR099C, 0.08, 0.08, 0.00, false
YCR099C, YGL063W, 0.08, 0.04, 0.00, false
YGL063W, YCR099C, 0.08, 0.04, 0.00, false
YCR099C, YHR021W-A, 0.23, 0.54, 0.00, false
YHR021W-A, YCR099C, 0.23, 0.54, 0.00, false
YCR099C, YHR046C, 0.03, 0.48, 0.00, false
YHR046C, YCR099C, 0.03, 0.48, 0.00, false
YCR099C, YLR384C, 0.16, 0.37, 0.00, false
YLR384C, YCR099C, 0.16, 0.37, 0.00, false
YCR099C, YPR051W, 0.10, -0.00, 0.00, false
YPR051W, YCR099C, 0.10, -0.00, 0.00, false
YCR100C, YGL007C-A, 0.23, 0.05, 0.00, false
YGL007C-A, YCR100C, 0.23, 0.05, 0.00, false
YCR100C, YJR125C, 0.21, 0.53, 0.00, false
YJR125C, YCR100C, 0.21, 0.53, 0.00, false
YCR100C, YOR193W, 0.26, 0.03, 0.00, false
YOR193W, YCR100C, 0.26, 0.03, 0.00, false
YCR101C, YGR218W, 0.29, 0.28, 0.00, false
YGR218W, YCR101C, 0.29, 0.28, 0.00, false
YCR101C, YOR192C-A, 0.23, 0.05, 0.00, false
YOR192C-A, YCR101C, 0.23, 0.05, 0.00, false
YCR101C, YPL237W, 0.05, -0.21, 0.00, false
YPL237W, YCR101C, 0.05, -0.21, 0.00, false
YCR102C, YDL196W, 0.00, 0.34, 0.00, false
YDL196W, YCR102C, 0.00, 0.34, 0.00, false
YCR102C, YER034W, 0.03, 0.04, 0.00, false
YER034W, YCR102C, 0.03, 0.04, 0.00, false
YCR104W, YDR188W, 0.29, -0.09, 0.00, false
YDR188W, YCR104W, 0.29, -0.09, 0.00, false
YCR104W, YFL036W, 0.19, -0.06, 0.00, false
YFL036W, YCR104W, 0.19, -0.06, 0.00, false
YCR104W, YJL127C-B, 0.23, 0.05, 0.00, false
YJL127C-B, YCR104W, 0.23, 0.05, 0.00, false
YCR104W, YML020W, 0.21, 0.07, 0.00, false
YML020W, YCR104W, 0.21, 0.07, 0.00, false
YCR104W, YNL041C, 0.07, 0.05, 0.00, false
YNL041C, YCR104W, 0.07, 0.05, 0.00, false
YCR104W, YNL236W, 0.26, 0.05, 0.00, false
YNL236W, YCR104W, 0.26, 0.05, 0.00, false
YCR105W, YDR267C, 0.20, 0.30, 0.00, false
YDR267C, YCR105W, 0.20, 0.30, 0.00, false
YCR105W, YIL089W, 0.13, 0.52, 0.00, false
YIL089W, YCR105W, 0.13, 0.52, 0.00, false
YCR105W, YJL099W, 0.21, 0.31, 0.00, false
YJL099W, YCR105W, 0.21, 0.31, 0.00, false
YCR105W, YML080W, 0.23, 0.01, 0.00, false
YML080W, YCR105W, 0.23, 0.01, 0.00, false
YCR105W, YMR192W, 0.27, 0.33, 0.00, false
YMR192W, YCR105W, 0.27, 0.33, 0.00, false
YCR105W, YOR370C, 0.38, -0.25, 0.00, false
YOR370C, YCR105W, 0.38, -0.25, 0.00, false
YCR106W, YDR227W, 0.45, 0.07, 0.00, false
YDR227W, YCR106W, 0.45, 0.07, 0.00, false
YCR107W, YGL022W, 0.37, -0.22, 0.00, false
YGL022W, YCR107W, 0.37, -0.22, 0.00, false
YCR107W, YGR027W-A, 0.23, 0.05, 0.00, false
YGR027W-A, YCR107W, 0.23, 0.05, 0.00, false
YCR108C, YDL021W, 0.23, 0.05, 0.00, false
YDL021W, YCR108C, 0.23, 0.05, 0.00, false
YCR108C, YGL026C, 0.23, 0.05, 0.00, false
YGL026C, YCR108C, 0.23, 0.05, 0.00, false
YCR108C, YGR275W, 0.23, 0.05, 0.00, false
YGR275W, YCR108C, 0.23, 0.05, 0.00, false
YCR108C, YHR185C, 0.23, 0.05, 0.00, false
YHR185C, YCR108C, 0.23, 0.05, 0.00, false
YCR108C, YHR204W, 0.23, 0.05, 0.00, false
YHR204W, YCR108C, 0.23, 0.05, 0.00, false
YCR108C, YMR092C, 0.23, 0.05, 0.00, false
YMR092C, YCR108C, 0.23, 0.05, 0.00, false
YDL001W, YLR384C, 0.42, 0.11, 0.00, false
YLR384C, YDL001W, 0.42, 0.11, 0.00, false
YDL001W, YNL031C, 0.16, -0.16, 0.00, false
YNL031C, YDL001W, 0.16, -0.16, 0.00, false
YDL001W, YOR101W, 0.29, 0.22, 0.00, false
YOR101W, YDL001W, 0.29, 0.22, 0.00, false
YDL001W, YOR254C, 0.29, -0.29, 0.00, false
YOR254C, YDL001W, 0.29, -0.29, 0.00, false
YDL002C, YDR460W, 0.09, 0.30, 0.00, false
YDR460W, YDL002C, 0.09, 0.30, 0.00, false
YDL002C, YGR146C, 0.13, 0.30, 0.00, false
YGR146C, YDL002C, 0.13, 0.30, 0.00, false
YDL002C, YGR273C, 0.11, -0.16, 0.00, false
YGR273C, YDL002C, 0.11, -0.16, 0.00, false
YDL002C, YJL209W, 0.10, 0.23, 0.00, false
YJL209W, YDL002C, 0.10, 0.23, 0.00, false
YDL002C, YML021C, 0.05, 0.08, 0.00, false
YML021C, YDL002C, 0.05, 0.08, 0.00, false
YDL002C, YNL096C, 0.16, 0.15, 0.00, false
YNL096C, YDL002C, 0.16, 0.15, 0.00, false
YDL002C, YNL155W, 0.09, -0.16, 0.00, false
YNL155W, YDL002C, 0.09, -0.16, 0.00, false
YDL003W, YDL135C, 0.20, 0.40, 0.00, false
YDL135C, YDL003W, 0.20, 0.40, 0.00, false
YDL003W, YDR327W, 0.15, -0.19, 0.00, false
YDR327W, YDL003W, 0.15, -0.19, 0.00, false
YDL003W, YHR150W, 0.35, -0.14, 0.00, false
YHR150W, YDL003W, 0.35, -0.14, 0.00, false
YDL003W, YHR213W-A, 0.23, 0.05, 0.00, false
YHR213W-A, YDL003W, 0.23, 0.05, 0.00, false
YDL003W, YMR074C, 0.08, -0.20, 0.00, false
YMR074C, YDL003W, 0.08, -0.20, 0.00, false
YDL003W, YNL124W, 0.35, 0.14, 0.00, false
YNL124W, YDL003W, 0.35, 0.14, 0.00, false
YDL003W, YOR122C, 0.19, -0.13, 0.00, false
YOR122C, YDL003W, 0.19, -0.13, 0.00, false
YDL003W, YOR335C, 0.31, 0.19, 0.00, false
YOR335C, YDL003W, 0.31, 0.19, 0.00, false
YDL004W, YJL105W, 0.04, -0.13, 0.00, false
YJL105W, YDL004W, 0.04, -0.13, 0.00, false
YDL004W, YLR259C, 0.30, 0.42, 0.00, false
YLR259C, YDL004W, 0.30, 0.42, 0.00, false
YDL004W, YML029W, 0.23, -0.08, 0.00, false
YML029W, YDL004W, 0.23, -0.08, 0.00, false
YDL004W, YNL046W, 0.31, 0.37, 0.00, false
YNL046W, YDL004W, 0.31, 0.37, 0.00, false
YDL005C, YGR034W, 0.10, -0.01, 0.00, false
YGR034W, YDL005C, 0.10, -0.01, 0.00, false
YDL005C, YHR055C, -0.06, -0.17, 0.00, false
YHR055C, YDL005C, -0.06, -0.17, 0.00, false
YDL005C, YJL191W, 0.04, -0.10, 0.00, false
YJL191W, YDL005C, 0.04, -0.10, 0.00, false
YDL005C, YLR355C, 0.06, -0.28, 0.00, false
YLR355C, YDL005C, 0.06, -0.28, 0.00, false
YDL006W, YGL137W, 0.17, -0.36, 0.00, false
YGL137W, YDL006W, 0.17, -0.36, 0.00, false
YDL006W, YGR050C, 0.16, 0.22, 0.00, false
YGR050C, YDL006W, 0.16, 0.22, 0.00, false
YDL006W, YKL171W, 0.14, 0.34, 0.00, false
YKL171W, YDL006W, 0.14, 0.34, 0.00, false
YDL006W, YMR056C, 0.20, 0.31, 0.00, false
YMR056C, YDL006W, 0.20, 0.31, 0.00, false
YDL006W, YOR071C, 0.24, 0.08, 0.00, false
YOR071C, YDL006W, 0.24, 0.08, 0.00, false
YDL006W, YOR254C, 0.11, -0.34, 0.00, false
YOR254C, YDL006W, 0.11, -0.34, 0.00, false
YDL006W, YPR084W, 0.25, 0.05, 0.00, false
YPR084W, YDL006W, 0.25, 0.05, 0.00, false
YDL007C-A, YDL077C, 0.23, 0.05, 0.00, false
YDL077C, YDL007C-A, 0.23, 0.05, 0.00, false
YDL007C-A, YDR357C, 0.23, 0.05, 0.00, false
YDR357C, YDL007C-A, 0.23, 0.05, 0.00, false
YDL007W, YDR136C, 0.30, 0.07, 0.00, false
YDR136C, YDL007W, 0.30, 0.07, 0.00, false
YDL007W, YGL044C, 0.26, -0.02, 0.00, false
YGL044C, YDL007W, 0.26, -0.02, 0.00, false
YDL007W, YGL250W, 0.22, 0.47, 0.00, false
YGL250W, YDL007W, 0.22, 0.47, 0.00, false
YDL007W, YLR057W, 0.33, 0.00, 0.00, false
YLR057W, YDL007W, 0.33, 0.00, 0.00, false
YDL007W, YOL015W, 0.25, 0.30, 0.00, false
YOL015W, YDL007W, 0.25, 0.30, 0.00, false
YDL008W, YDR108W, 0.07, 0.21, 0.00, false
YDR108W, YDL008W, 0.07, 0.21, 0.00, false
YDL008W, YGR202C, -0.04, 0.67, 0.00, false
YGR202C, YDL008W, -0.04, 0.67, 0.00, false
YDL008W, YGR270W, 0.19, 0.61, 0.00, false
YGR270W, YDL008W, 0.19, 0.61, 0.00, false
YDL008W, YKR055W, -0.01, 0.29, 0.00, false
YKR055W, YDL008W, -0.01, 0.29, 0.00, false
YDL008W, YLR173W, 0.18, 0.13, 0.00, false
YLR173W, YDL008W, 0.18, 0.13, 0.00, false
YDL008W, YPL198W, -0.05, -0.44, 0.00, false
YPL198W, YDL008W, -0.05, -0.44, 0.00, false
YDL010W, YHL024W, 0.28, 0.39, 0.00, false
YHL024W, YDL010W, 0.28, 0.39, 0.00, false
YDL010W, YJR089W, 0.22, 0.02, 0.00, false
YJR089W, YDL010W, 0.22, 0.02, 0.00, false
YDL010W, YMR208W, 0.22, 0.44, 0.00, false
YMR208W, YDL010W, 0.22, 0.44, 0.00, false
YDL011C, YDL078C, 0.24, -0.24, 0.00, false
YDL078C, YDL011C, 0.24, -0.24, 0.00, false
YDL011C, YGR213C, 0.51, 0.30, 0.00, false
YGR213C, YDL011C, 0.51, 0.30, 0.00, false
YDL011C, YJL116C, 0.27, -0.13, 0.00, false
YJL116C, YDL011C, 0.27, -0.13, 0.00, false
YDL011C, YLR127C, 0.18, -0.09, 0.00, false
YLR127C, YDL011C, 0.18, -0.09, 0.00, false
YDL011C, YOR032C, 0.14, 0.05, 0.00, false
YOR032C, YDL011C, 0.14, 0.05, 0.00, false
YDL012C, YOR257W, 0.03, 0.28, 0.00, false
YOR257W, YDL012C, 0.03, 0.28, 0.00, false
YDL013W, YER046W, 0.17, 0.11, 0.00, false
YER046W, YDL013W, 0.17, 0.11, 0.00, false
YDL013W, YLR112W, 0.03, -0.15, 0.00, false
YLR112W, YDL013W, 0.03, -0.15, 0.00, false
YDL013W, YNL284C, 0.21, 0.41, 0.00, false
YNL284C, YDL013W, 0.21, 0.41, 0.00, false
YDL014W, YDR493W, 0.07, -0.32, 0.00, false
YDR493W, YDL014W, 0.07, -0.32, 0.00, false
YDL014W, YFR031C-A, 0.43, 0.24, 0.03, false
YFR031C-A, YDL014W, 0.43, 0.24, 0.03, false
YDL014W, YHR105W, 0.06, 0.04, 0.00, false
YHR105W, YDL014W, 0.06, 0.04, 0.00, false
YDL014W, YKL109W, 0.08, -0.40, 0.00, false
YKL109W, YDL014W, 0.08, -0.40, 0.00, false
YDL014W, YMR091C, 0.18, -0.16, 0.00, false
YMR091C, YDL014W, 0.18, -0.16, 0.00, false
YDL014W, YOR119C, 0.23, 0.31, 0.00, false
YOR119C, YDL014W, 0.23, 0.31, 0.00, false
YDL015C, YDR170W-A, 0.23, 0.05, 0.00, false
YDR170W-A, YDL015C, 0.23, 0.05, 0.00, false
YDL015C, YER037W, 0.33, -0.12, 0.00, false
YER037W, YDL015C, 0.33, -0.12, 0.00, false
YDL015C, YML051W, 0.27, -0.25, 0.00, false
YML051W, YDL015C, 0.27, -0.25, 0.00, false
YDL015C, YOL072W, 0.36, 0.21, 0.00, false
YOL072W, YDL015C, 0.36, 0.21, 0.00, false
YDL015C, YOL098C, 0.36, -0.20, 0.00, false
YOL098C, YDL015C, 0.36, -0.20, 0.00, false
YDL015C, YOL125W, 0.09, -0.38, 0.00, false
YOL125W, YDL015C, 0.09, -0.38, 0.00, false
YDL016C, YKL065C, 0.12, -0.01, 0.00, false
YKL065C, YDL016C, 0.12, -0.01, 0.00, false
YDL016C, YLR195C, 0.15, 0.10, 0.00, false
YLR195C, YDL016C, 0.15, 0.10, 0.00, false
YDL016C, YLR290C, 0.17, 0.26, 0.00, false
YLR290C, YDL016C, 0.17, 0.26, 0.00, false
YDL016C, YML102W, 0.09, 0.18, 0.00, false
YML102W, YDL016C, 0.09, 0.18, 0.00, false
YDL016C, YNL009W, 0.22, -0.10, 0.00, false
YNL009W, YDL016C, 0.22, -0.10, 0.00, false
YDL017W, YPR103W, 0.25, 0.15, 0.00, false
YPR103W, YDL017W, 0.25, 0.15, 0.00, false
YDL017W, YPR176C, 0.17, 0.54, 0.00, false
YPR176C, YDL017W, 0.17, 0.54, 0.00, false
YDL018C, YGL137W, 0.16, -0.09, 0.00, false
YGL137W, YDL018C, 0.16, -0.09, 0.00, false
YDL018C, YHR104W, 0.02, -0.11, 0.00, false
YHR104W, YDL018C, 0.02, -0.11, 0.00, false
YDL018C, YJL114W, 0.13, 0.07, 0.00, false
YJL114W, YDL018C, 0.13, 0.07, 0.00, false
YDL018C, YLR138W, 0.35, -0.22, 0.00, false
YLR138W, YDL018C, 0.35, -0.22, 0.00, false
YDL018C, YLR155C, 0.23, -0.31, 0.00, false
YLR155C, YDL018C, 0.23, -0.31, 0.00, false
YDL018C, YOR344C, 0.11, -0.24, 0.00, false
YOR344C, YDL018C, 0.11, -0.24, 0.00, false
YDL019C, YDR092W, 0.19, -0.26, 0.00, false
YDR092W, YDL019C, 0.19, -0.26, 0.00, false
YDL019C, YDR343C, 0.33, 0.34, 0.00, false
YDR343C, YDL019C, 0.33, 0.34, 0.00, false
YDL019C, YGL061C, 0.33, 0.02, 0.00, false
YGL061C, YDL019C, 0.33, 0.02, 0.00, false
YDL019C, YGL237C, 0.28, 0.04, 0.00, false
YGL237C, YDL019C, 0.28, 0.04, 0.00, false
YDL019C, YJL209W, 0.41, 0.11, 0.00, false
YJL209W, YDL019C, 0.41, 0.11, 0.00, false
YDL019C, YNL231C, 0.34, -0.09, 0.00, false
YNL231C, YDL019C, 0.34, -0.09, 0.00, false
